project_id,project_name,latitude,longitude,project_type,start_date,end_date,budget_($),emission_(co2e),emission_source
949,Lynch-Collins,23.647172,169.090726,Dam,2020-06-14,2020-07-17,1061654.34,487.22,Material Manufacturing
950,Lopez-Mccormick,0.142112,-62.851598,Railway,2021-10-15,2021-12-02,1642193.69,391.62,Material Manufacturing
951,Gaines-Myers,66.341009,39.380911,Port,2022-07-07,2024-12-19,7876251.88,174.3,Transportation
952,"Patel, Wolfe and Williams",-75.3148275,-80.504822,Housing,2023-02-21,2024-02-24,1489256.54,493.21,Machinery
953,Nguyen PLC,52.6842465,-22.609765,Road,2022-08-08,2025-04-20,8374195.77,914.64,Transportation
954,Hughes-Knox,-39.318265,4.308828,Dam,2020-06-12,2023-05-05,3717099.39,770.08,Transportation
955,Caldwell-Lawson,9.743879,-14.639982,Tunnel,2023-01-02,2024-03-05,9741038.89,740.02,Material Manufacturing
956,Bush Ltd,-76.807998,-140.303739,Railway,2022-07-20,2024-05-08,3310432.26,879.62,Material Manufacturing
957,Bush-Hubbard,-82.1485765,-64.67038,Housing,2022-08-15,2024-08-17,7747719.32,110.84,Material Manufacturing
958,"Perez, Hart and Owens",-17.190666,-91.863876,Housing,2022-06-23,2024-02-14,3958782.93,913.71,Transportation
959,"Stanley, Brown and Stewart",35.514939,43.789784,Dam,2022-09-08,2024-11-21,7190403.57,396.28,Transportation
960,Franco-White,58.265264,150.257285,Railway,2023-04-02,2024-06-30,1960948.14,32.92,Transportation
961,"Bentley, Hamilton and Russell",19.2812135,167.444592,Tunnel,2022-12-24,2025-08-04,1176757.59,702.57,Transportation
962,Olson LLC,-89.4772235,-39.891119,Railway,2023-05-01,2025-09-14,9724009.84,311.29,Machinery
963,Torres-Gonzalez,33.635287,-29.591218,Housing,2023-09-21,2023-12-05,469857.94,419.65,Transportation
964,Young Group,69.1726245,150.590965,Bridge,2022-03-19,2022-12-18,6964148.18,761.07,Machinery
965,"Livingston, Kirk and Bennett",-15.475442,-75.814236,Airport,2023-03-25,2025-11-04,5051590.72,450.55,Machinery
966,"Davis, Ward and Gibson",52.627009,116.48523,Industry,2022-09-26,2025-07-24,329596.18,43.26,Material Manufacturing
967,"Flynn, Walker and Wiley",-19.0718735,-51.262993,Road,2021-01-07,2022-03-13,3075638.95,384.84,Machinery
968,"Johnson, White and Martin",-42.3848115,-133.811805,Railway,2021-03-21,2024-01-23,1967323.17,588.15,Machinery
969,"Jackson, Kelley and Jones",-41.8807845,-96.030674,Airport,2023-08-30,2026-04-27,4544217.07,210.61,Material Manufacturing
970,Evans-Morrison,77.3394835,156.307619,Airport,2023-02-12,2024-06-07,5310478.08,90.44,Material Manufacturing
971,Pitts Inc,71.8071335,-41.990401,Airport,2022-11-12,2022-12-14,9638141.0,776.29,Machinery
972,Rojas Group,-47.1869045,-19.261093,Bridge,2020-04-07,2020-09-28,3669548.32,817.15,Material Manufacturing
973,Hood-Ortiz,-22.4724065,159.965529,Port,2022-03-31,2024-05-24,6904777.61,938.08,Transportation
974,"Long, Duncan and Grant",87.012722,-132.050552,Airport,2021-05-19,2024-01-18,8673891.33,831.65,Machinery
975,Fowler-Knox,-46.799323,-146.528987,Tunnel,2022-10-28,2025-07-18,8718794.37,117.14,Material Manufacturing
976,Brown-Kelly,21.180994,-84.094329,Port,2022-11-24,2024-05-09,4152798.08,897.16,Material Manufacturing
977,Faulkner Inc,11.434361,-64.271109,Dam,2020-03-15,2021-02-14,2653810.93,935.65,Material Manufacturing
978,Salazar Group,86.7044795,-141.962955,Housing,2023-03-20,2025-04-30,8705837.28,912.99,Transportation
979,Bird-Taylor,-43.598797,-153.158619,Road,2022-09-15,2025-02-11,4743570.29,762.19,Machinery
980,"Mcclain, Mercado and Sanchez",83.994635,97.273619,Dam,2021-06-10,2023-02-04,7871370.42,10.97,Transportation
981,Williams-Hunt,-44.565946,12.513065,Railway,2021-06-15,2022-12-26,3677772.78,785.98,Transportation
982,Williams-Le,82.2685905,-166.714249,Railway,2023-08-11,2023-12-08,5190508.52,429.91,Machinery
983,Lopez Ltd,-20.719687,172.727638,Port,2020-06-28,2022-07-21,4333518.24,514.49,Transportation
984,Fuller Ltd,-23.409949,152.414901,Road,2020-12-17,2021-03-28,5880440.76,504.72,Material Manufacturing
985,Boyer LLC,-27.1080045,-43.62003,Industry,2022-03-21,2023-08-24,2297091.12,399.92,Machinery
986,Gill LLC,61.8835295,9.495849,Port,2020-02-09,2020-12-20,3341593.57,556.53,Material Manufacturing
987,Brown-Morgan,17.139354,108.239602,Industry,2021-03-25,2023-02-15,5309652.3,435.04,Transportation
988,Scott-Moore,83.9583285,-69.340526,Industry,2020-07-18,2021-03-08,5414443.03,717.38,Material Manufacturing
989,Carey-Boyd,-0.410808,-40.860984,Tunnel,2021-07-02,2024-03-09,9334095.35,830.92,Material Manufacturing
990,"Thompson, Marshall and Johnson",38.100459,147.988353,Railway,2021-12-24,2022-04-21,7023039.52,584.86,Transportation
991,Graves Inc,43.5296825,142.217952,Bridge,2020-12-17,2021-05-20,7592360.62,229.43,Material Manufacturing
992,Brandt-Gould,31.0563635,-152.074594,Bridge,2022-05-28,2022-11-07,4700781.55,678.1,Material Manufacturing
993,"Jones, Williams and Thompson",84.961422,88.600687,Dam,2021-03-17,2021-11-27,7278237.03,937.41,Material Manufacturing
994,Baxter Ltd,50.5877145,-155.724963,Bridge,2022-03-02,2022-04-14,3389780.58,677.86,Transportation
995,Bowman LLC,-0.2205765,166.589666,Bridge,2022-04-21,2025-02-03,1847813.93,250.42,Machinery
996,Harvey-Brown,11.685669,125.454312,Bridge,2022-09-06,2025-06-27,770365.84,643.09,Material Manufacturing
997,"Chavez, Mcmillan and Landry",47.7785065,-162.662807,Bridge,2021-09-06,2024-03-28,959819.22,468.18,Machinery
998,Walker Ltd,-61.992423,36.1669,Dam,2022-12-02,2025-07-24,6841142.39,862.3,Machinery
999,Hoffman LLC,29.222957,-101.561061,Industry,2022-12-21,2025-11-12,8137892.71,165.89,Machinery
1000,Austin-Clements,-25.1845025,-89.23358,Industry,2021-11-12,2023-06-08,9467263.19,931.37,Material Manufacturing
